,Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth
0,347,6,Myrl Bechtelar MD,Mr,Male,1,Married,24,12/8/1993,\N,Active,\N,\N,\N,Staff,Permanant,Buddhist,Driver,1965
1,348,33,Francis Mraz,Mr,Male,1,Married,24,3/14/1995,\N,Active,\N,\N,\N,Staff,Permanant,Buddhist,Driver,1973
2,349,53,Mr Emmet Blick Jr,Mr,Male,1,Married,23,1/27/1988,6/28/2021,Inactive,6/28/2021,\N,\N,Staff,Permanant,Buddhist,Account Clerk,1974
3,351,77,Mr Nelson Braun PhD,Ms,Female,4,Married,40,10/1/1999,1/31/2022,Inactive,1/31/2022,\N,\N,Staff,Permanant,Catholic,Purchasing Officer,1974
4,352,88,Maximillian Hand,Mr,Male,1,Married,7,1/26/2001,\N,Active,\N,\N,\N,Staff,Permanant,Buddhist,Store Keeper,1980
5,353,155,Zena Nicolas,Mr,Male,1,Married,22,9/29/2003,8/31/2020,Inactive,8/31/2020,\N,\N,Staff,Permanant,Buddhist,Technical Officer,1962
6,354,181,Coralie Bernhard,Mr,Male,1,Married,22,11/10/2003,\N,Active,\N,945,\N,Staff,Permanant,Buddhist,Technical Officer,1969
7,355,192,Josh Roob,Mr,Male,1,Married,126,2/16/2004,\N,Active,\N,\N,\N,Staff,Permanant,Buddhist,Project Coordinator ,1981
8,356,283,Ernest Upton,Ms,Female,1,Single,23,6/1/2005,\N,Active,\N,\N,\N,Staff,Permanant,Buddhist,Account Clerk,1974
9,359,529,Sydney Oberbrunner,Mr,Male,1,Married,41,7/1/2006,1/31/2022,Inactive,1/31/2022,\N,\N,Staff,Permanant,Buddhist,Electrician,1967
10,360,573,Angeline Yundt,Mr,Male,1,Married,42,8/29/2006,5/5/2021,Inactive,5/5/2021,\N,\N,Management,Permanant,Buddhist,Transport Officer,1976
11,361,596,Prof Karlie Bauch III,Mr,Male,3,Single,7,11/1/2006,\N,Active,\N,\N,\N,Staff,Permanant,Hindu,Store Keeper,1986
12,363,691,Leonel Romaguera,Mr,Male,1,Married,24,5/25/2007,5/23/2021,Inactive,5/23/2021,\N,\N,Staff,Permanant,Buddhist,Driver,1975
13,365,759,Sidney Macejkovic,Mr,Male,1,Married,43,11/12/2007,9/10/2020,Inactive,9/10/2020,\N,\N,Staff,Permanant,Buddhist,Operator - JCB,1984
14,366,900,Prof Jerod Pfeffer,Mr,Male,1,Married,44,11/15/2008,5/21/2020,Inactive,5/21/2020,\N,\N,Staff,Permanant,Buddhist,Driver - Boom,1973
15,371,1084,Ignatius Volkman DDS,Ms,Female,1,Single,45,8/2/2010,4/30/2021,Inactive,4/30/2021,\N,\N,Management,Contarct Basis,Buddhist,Construction Manager,1963
16,372,1086,Doyle Hettinger,Mr,Male,1,Married,46,8/5/2010,9/27/2020,Inactive,9/27/2020,\N,\N,Staff,Contarct Basis,Buddhist,Operator - Crane,1981
17,373,1093,Izaiah Berge,Mr,Male,1,Married,35,10/26/2010,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Operator-Excavator,1990
18,376,1154,Prof Arden Jacobs III,Mr,Male,1,Married,7,3/24/2011,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1961
19,377,1275,Shaylee Schroeder III,Mr,Male,5,Single,48,11/3/2011,\N,Active,\N,624,\N,Staff,Contarct Basis,Muslim,Draughtsman,1982
20,378,1290,Raymond Bogan,Mr,Male,1,Married,33,11/21/2011,7/28/2020,Inactive,7/28/2020,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1965
21,379,1329,Kayden Rice,Mr,Male,1,Single,27,1/25/2012,6/30/2020,Inactive,6/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1991
22,380,1336,Macey Simonis,Mr,Male,1,Married,24,1/29/2012,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1978
23,381,1373,Jayde Witting,Mr,Male,5,Married,22,3/17/2012,\N,Active,\N,624,\N,Staff,Contarct Basis,Muslim,Technical Officer,1982
24,383,1405,Sylvan Gislason,Mr,Male,1,Married,24,5/21/2012,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1994
25,384,1425,Dr Kennedy Ryan MD,Mr,Male,1,Married,8,6/5/2012,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1989
26,385,1472,Tillman Greenfelder,Mr,Male,1,Married,49,7/6/2012,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Junior Technical Officer,1986
27,388,1573,Hanna Wyman,Mr,Male,1,Married,22,11/18/2012,3/30/2020,Inactive,3/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1989
28,389,1587,Tessie Fadel,Mr,Male,1,Married,24,12/14/2012,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1994
29,391,1610,Orval Hessel,Mr,Male,1,Married,37,1/24/2013,11/14/2019,Inactive,11/14/2019,\N,\N,Staff,Contarct Basis,Buddhist,Driver-Tractor,1960
30,392,1620,Katelin Thompson,Mr,Male,5,Married,22,2/5/2013,\N,Active,\N,2709,\N,Staff,Contarct Basis,Muslim,Technical Officer,1989
31,393,1653,Savanna Spinka,Mr,Male,5,Married,6,4/1/2013,\N,Active,\N,393,\N,Staff,Contarct Basis,Muslim,Project Manager,1965
32,394,1730,Carley Bogisich,Mr,Male,1,Married,46,6/27/2013,12/17/2021,Inactive,12/17/2021,\N,\N,Staff,Contarct Basis,Buddhist,Operator - Crane,1993
33,396,1769,Jaquelin Block,Mr,Male,1,Single,67,8/21/2013,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Operator - Loader,1993
34,399,1870,Garland Feeney,Mr,Male,3,Married,27,1/28/2014,8/31/2021,Inactive,8/31/2021,\N,\N,Staff,Contarct Basis,Hindu,Supervisor,1989
35,400,1872,Elody Waelchi,Mr,Male,3,Single,27,1/24/2014,\N,Active,\N,\N,\N,Staff,Contarct Basis,Hindu,Supervisor,1988
36,401,1888,Nola Grant,Mr,Male,1,Married,7,2/25/2014,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1972
37,402,1900,Macie Kuvalis,Mr,Male,1,Single,24,2/22/2014,8/31/2020,Inactive,8/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1995
38,403,2009,Julie Osinski,Mr,Male,1,Married,43,5/3/2014,8/28/2020,Inactive,8/28/2020,\N,\N,Staff,Contarct Basis,Buddhist,Operator - JCB,1992
39,404,2026,Jody Stokes,Mr,Male,1,Single,36,6/4/2014,\N,Active,\N,673,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,1987
40,405,2034,Scottie Ratke,Mr,Male,1,Married,27,6/9/2014,12/5/2019,Inactive,12/5/2019,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,0
41,407,2151,Braulio Pagac IV,Mr,Male,3,Single,8,9/17/2014,6/22/2020,Inactive,6/22/2020,\N,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,1990
42,408,2186,Jon Kuhn,Mr,Male,1,Single,8,10/1/2014,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1990
43,410,2284,Ally Nikolaus,Mr,Male,1,Single,52,2/5/2015,5/30/2021,Inactive,5/30/2021,\N,\N,Staff,Contarct Basis,Buddhist,Moter Mechanic,1995
44,411,2301,Jesus Dietrich Sr,Mr,Male,1,Married,24,4/28/2015,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Driver,0
45,413,2313,Addie Purdy,Mr,Male,1,Single,35,5/1/2015,8/31/2021,Inactive,8/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Operator-Excavator,1997
46,414,2333,Noelia Roberts DDS,Mr,Male,3,Single,54,6/2/2016,10/6/2020,Inactive,10/6/2020,\N,\N,Staff,Contarct Basis,Hindu,Lab Technician,1985
47,415,2334,Isabella Brakus,Mr,Male,4,Single,36,6/1/2015,7/25/2021,Inactive,7/25/2021,\N,\N,Staff,Contarct Basis,Catholic,Engineer Assistant,1982
48,416,2337,Bo Schaefer I,Mr,Male,3,Married,27,6/1/2015,3/25/2021,Inactive,3/25/2021,\N,\N,Staff,Contarct Basis,Hindu,Supervisor,1986
49,419,2421,Ms Jany Lemke,Mr,Male,1,Married,22,8/24/2015,5/31/2021,Inactive,5/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1988
50,420,2426,Dr Kieran Bradtke IV,Mr,Male,1,Married,24,9/1/2015,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1995
51,421,2481,Marcos Kemmer MD,Mr,Male,1,Single,24,1/2/2016,8/31/2022,Inactive,8/31/2022,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1997
52,422,2488,Burley Willms,Ms,Female,1,Married,8,2/5/2016,4/30/2021,Inactive,4/30/2021,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1981
53,423,2512,Kaley Ankunding MD,Mr,Male,1,Single,57,5/12/2016,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Driver - Truck Mixture,1987
54,424,2513,Rogers Conroy,Mr,Male,1,Single,24,5/26/2016,8/31/2021,Inactive,8/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1988
55,425,2647,Alison Price V,Mr,Male,1,Married,38,8/15/2016,8/31/2022,Inactive,8/31/2022,\N,\N,Staff,Contarct Basis,Buddhist,Office Assistant,1965
56,426,50028,Thea Gaylord,Mr,Male,1,Married,58,7/3/2020,10/26/2021,Inactive,10/26/2021,\N,\N,Staff,Contarct Basis,Buddhist,Sociologist,1962
57,427,2680,Laron Turcotte,Ms,Female,1,Married,48,9/15/2016,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1980
58,431,2750,Miss Ashley Spinka IV,Mr,Male,1,Married,62,1/1/2019,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,S/Skill,1947
59,433,2765,Prof Damaris Kemmer DDS,Mr,Male,1,Married,63,11/1/2016,9/27/2022,Inactive,9/27/2022,\N,\N,Staff,Contarct Basis,Buddhist,Junior Quantity Surveyor,1993
60,434,2774,Corene Weber DDS,Mr,Male,1,Married,64,11/28/2016,6/30/2021,Inactive,6/30/2021,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1972
61,435,2807,Madisyn Raynor,Mr,Male,1,Single,22,12/15/2016,\N,Active,\N,1834,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1988
62,436,2811,Prof Bridgette Gerlach DVM,Mr,Male,3,Married,27,12/15/2016,\N,Active,\N,\N,\N,Staff,Contarct Basis,Hindu,Supervisor,1981
63,437,2812,Prof Elian Roberts MD,Mr,Male,1,Married,8,12/19/2016,12/22/2021,Inactive,12/22/2021,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1991
64,438,2845,Giovanna Turner,Mr,Male,1,Single,59,1/16/2017,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Autocad Draughtsman ,1991
65,440,2850,Ricky Hintz,Mr,Male,1,Single,113,1/10/2017,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Operation Executive,1981
66,443,2911,Jaunita Senger,Miss,Female,1,Single,59,1/30/2017,8/20/2021,Inactive,8/20/2021,\N,\N,Staff,Contarct Basis,Buddhist,Autocad Draughtsman ,1989
67,444,2913,Buddy Kunze,Mr,Male,1,Married,6,2/16/2017,10/31/2020,Inactive,10/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Project Manager,1966
68,446,2936,Lavon Stokes,Mr,Male,1,Married,31,1/1/2019,5/31/2021,Inactive,5/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1955
69,448,2938,Prof Bridget Johnson II,Mr,Male,1,Married,31,1/1/2019,12/10/2020,Inactive,12/10/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1966
70,450,188003,Mrs Eliza O'Kon I,Mr,Male,1,Married,31,12/3/2020,4/9/2021,Inactive,4/9/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976
71,451,2954,Ms Evelyn Farrell IV,Mr,Male,1,Single,22,3/1/2017,2/29/2020,Inactive,2/29/2020,\N,\N,Management,Contarct Basis,Buddhist,Technical Officer,1985
72,453,2973,Miss Amaya Bogisich III,Mr,Male,1,Married,7,3/23/2017,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1961
73,455,2975,Madisyn Huel,Mr,Male,3,Single,49,3/27/2017,2/19/2022,Inactive,2/19/2022,1333,\N,Staff,Contarct Basis,Hindu,Junior Technical Officer,0
74,456,2984,Aurelie Green,Mr,Male,1,Married,30,1/1/2019,3/31/2020,Inactive,3/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,0
75,457,4994,Saul Marquardt,Mr,Male,1,Married,31,6/1/2020,9/25/2020,Inactive,9/25/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1967
76,460,199020,Monica Wunsch,Mr,Male,1,Married,30,3/1/2020,3/31/2020,Inactive,3/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1955
77,461,3009,Miss Chelsie Heidenreich,Mr,Male,1,Married,1,1/1/2019,6/1/2021,Inactive,6/1/2021,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,0
78,466,3037,Geovanny Gaylord,Mr,Male,1,Married,31,1/1/2019,5/31/2022,Inactive,5/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976
79,468,3041,Johnny Price,Mr,Male,3,Married,31,1/1/2019,\N,Active,\N,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,0
80,471,5270,Miss Naomie Swaniawski II,Mr,Male,1,Single,1,4/1/2021,2/28/2022,Inactive,2/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1992
81,475,3178,Mr Roel Monahan V,Mr,Male,1,Married,31,1/1/2019,11/28/2020,Inactive,11/28/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1959
82,476,3193,Amanda Keebler,Mr,Male,5,Married,22,4/3/2017,11/27/2021,Inactive,11/27/2021,\N,\N,Staff,Contarct Basis,Muslim,Technical Officer,1985
83,478,3216,Anne Abbott III,Ms,Female,1,Married,70,5/15/2017,8/30/2020,Inactive,8/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Data Entry Operator,1992
84,480,3222,Alfred Turner,Mr,Male,3,Married,69,7/6/2017,4/3/2020,Inactive,4/3/2020,\N,\N,Staff,Contarct Basis,Hindu,Site Supervisor,1989
85,481,3223,Lawrence Hane,Ms,Female,1,Single,59,6/5/2017,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Autocad Draughtsman ,1984
86,482,3229,Kenyatta Rempel,Mr,Male,1,Married,22,6/19/2017,5/23/2021,Inactive,5/23/2021,2709,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1986
87,486,5169,Prof Avery Volkman,Mr,Male,1,Married,1,2/1/2021,5/4/2022,Inactive,5/4/2022,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,0
88,487,3256,Kathleen Denesik,Mr,Male,1,Married,124,1/1/2019,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1992
89,490,3295,Dr Nat Adams,Mr,Male,3,Single,31,1/1/2019,12/31/2020,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1995
90,495,3335,Ludwig Stamm,Mr,Male,1,Married,29,1/1/2019,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Cook,1957
91,496,3351,Emie Conroy,Mr,Male,1,Married,22,7/1/2017,\N,Active,\N,2709,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1988
92,501,190015,Piper Dooley,Mr,Male,1,Married,31,12/7/2020,10/31/2021,Inactive,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958
93,504,3440,Miss Greta Langosh,Mr,Male,3,Married,31,1/1/2019,3/2/2021,Inactive,3/2/2021,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1991
94,505,3451,Gertrude Leannon,Mr,Male,1,Married,37,8/28/2017,6/30/2021,Inactive,6/30/2021,\N,\N,Staff,Contarct Basis,Buddhist,Driver-Tractor,1959
95,508,3533,Dr Bernice Feil,Mr,Male,1,Married,24,9/9/2017,5/30/2020,Inactive,5/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver,0
96,509,3536,Ewell Koch,Ms,Female,3,Married,8,9/15/2017,3/13/2020,Inactive,3/13/2020,\N,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,1993
97,510,3537,Cristobal Wilkinson,Mr,Male,3,Single,8,9/15/2017,2/10/2022,Inactive,2/10/2022,\N,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,1991
98,512,3545,Mason Ryan,Mr,Male,1,Single,24,10/2/2017,6/12/2020,Inactive,6/12/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1994
99,514,3553,Shea Terry MD,Ms,Female,1,Single,65,11/1/2017,1/18/2021,Inactive,1/25/2021,\N,\N,Staff,Contarct Basis,Buddhist,Design Engineer,1994
100,515,3621,Virginia Stokes,Mr,Male,1,Single,8,12/22/2017,10/21/2020,Inactive,10/21/2020,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1992
101,516,3632,Dante Ledner,Mr,Male,1,Single,72,1/15/2018,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,IT Executive,1990
102,517,3633,Mrs Betty West Sr,Ms,Female,1,Single,8,1/15/2018,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1993
103,520,3665,Willa Kunde,Mr,Male,1,Married,1,1/1/2019,6/30/2020,Inactive,6/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,0
104,521,3679,Dr Jaden Conn,Mr,Male,1,Married,1,1/1/2019,11/30/2020,Inactive,11/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,0
105,523,3702,Hallie Parker,Ms,Female,1,Married,31,1/1/2019,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970
106,532,5043,Andreanne Roberts,Mr,Male,1,Married,1,1/9/2019,12/31/2020,Inactive,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1994
107,534,3809,Tania Bode,Mr,Male,3,Single,31,1/1/2019,1/12/2022,Inactive,1/12/2022,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1997
108,536,3826,Prof Paris Homenick,Mr,Male,5,Single,69,2/16/2018,2/28/2021,Inactive,2/28/2021,\N,\N,Staff,Contarct Basis,Muslim,Site Supervisor,1997
109,537,3830,Hope Ward,Mr,Male,1,Single,107,2/22/2018,\N,Active,\N,1333,\N,Staff,Contarct Basis,Buddhist,Social Environment Officer,1991
110,538,3877,Mr Bartholome Hintz,Mr,Male,5,Single,27,4/18/2018,8/11/2020,Inactive,8/11/2020,\N,\N,Staff,Contarct Basis,Muslim,Supervisor,1994
111,539,3879,Mr Archibald Abshire,Mr,Male,1,Single,43,4/20/2018,5/31/2020,Inactive,5/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Operator - JCB,1993
112,540,4888,Leilani Nikolaus,Ms,Female,1,Single,88,10/2/2019,6/30/2020,Inactive,6/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Trainee QS,1995
113,541,4901,Carmen Dickinson,Miss,Female,1,Single,111,10/22/2019,8/31/2020,Inactive,8/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Management Trainee,1994
114,545,4686,Brenden Hartmann IV,Mr,Male,1,Single,89,4/22/2019,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Planning Engineer,1990
115,546,4759,Terrence Lehner,Mr,Male,1,Married,97,6/6/2019,6/19/2020,Inactive,6/19/2020,\N,\N,Management,Contarct Basis,Buddhist,Foreman,1978
116,549,199055,Darius Zulauf,Mr,Male,1,Single,101,12/5/2020,5/31/2021,Inactive,5/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Excavator Operator,2001
117,550,4882,Dr Adrien Beahan,Mr,Male,1,Married,24,9/1/2019,12/31/2022,Inactive,12/27/2022,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1973
118,551,4889,Ilene Goyette,Mr,Female,1,Single,175,10/14/2019,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Store Supervisor,1984
119,553,4902,Odessa Crist Sr,Mr,Male,1,Single,17,10/25/2019,3/10/2020,Inactive,3/10/2020,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,1996
120,554,4132,Prof Jacynthe Kulas,Mr,Male,1,Single,78,7/19/2018,7/17/2020,Inactive,7/17/2020,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Accountant,1992
121,556,4353,Mr Scottie Streich,Mr,Male,1,Married,193,11/1/2018,7/20/2022,Inactive,7/20/2022,\N,\N,Management,Contarct Basis,Buddhist,Manager Finance & Operations,0
122,557,4352,Myles Monahan MD,Mr,Male,1,Married,127,11/1/2018,\N,Active,\N,\N,\N,Management,Contarct Basis,Buddhist,Chief Operating Officer,1972
123,558,4354,Miss Clotilde Braun III,Mr,Male,1,Married,110,11/1/2018,\N,Active,\N,\N,\N,Management,Contarct Basis,Buddhist,Chief Executive Officer,0
124,560,4426,Quinn Hansen,Mr,Male,1,Single,79,12/18/2018,8/31/2020,Inactive,8/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Helper - Lorry,1995
125,561,4429,Audrey Tromp,Ms,Female,1,Married,84,1/21/2019,12/4/2020,Inactive,12/4/2020,\N,\N,Staff,Contarct Basis,Buddhist,HR Executive,1992
126,562,4639,Javon Zulauf,Mr,Male,1,Single,88,3/11/2019,12/5/2020,Inactive,12/5/2020,\N,\N,Staff,Contarct Basis,Buddhist,Trainee QS,1998
127,563,4641,Miss Alta Sipes MD,Mr,Male,1,Single,88,3/11/2019,6/10/2020,Inactive,6/10/2020,\N,\N,Staff,Contarct Basis,Buddhist,Trainee QS,1997
128,565,4713,Dr Lynn Gleason III,Mr,Male,1,Single,113,5/15/2019,9/18/2021,Inactive,9/18/2021,\N,\N,Staff,Contarct Basis,Buddhist,Operation Executive,1995
129,569,4728,Alek Moore,Mr,Male,1,Married,45,6/3/2019,9/20/2021,Inactive,9/20/2021,569,\N,Management,Contarct Basis,Buddhist,Construction Manager,1966
130,570,4769,Dr Donny Ryan III,Mr,Male,4,Single,98,6/12/2019,10/28/2020,Inactive,10/28/2020,\N,\N,Staff,Contarct Basis,Catholic,Store Executive,1985
131,572,4824,Dr Dennis Bosco,Ms,Female,1,Married,84,8/5/2019,2/28/2021,Inactive,2/28/2021,\N,\N,Staff,Contarct Basis,Buddhist,HR Executive,1990
132,573,4835,Manuel Bechtelar,Mr,Male,1,Single,24,9/5/2019,5/31/2021,Inactive,5/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1992
133,574,4913,Dr Torey Gibson,Ms,Female,1,Married,104,11/1/2019,6/12/2020,Inactive,6/12/2020,\N,\N,Staff,Contarct Basis,Buddhist,Accountant,1983
134,576,5017,Maiya Bernier,Ms,Female,1,Single,143,8/1/2020,12/12/2020,Inactive,12/12/2020,\N,\N,Staff,Contarct Basis,Buddhist,HR Assistant,1999
135,582,71,Miss Burdette Kunze DDS,Mr,Male,1,Married,22,7/12/1999,\N,Active,\N,624,\N,Staff,Permanant,Buddhist,Technical Officer,1965
136,583,159,Willa Bruen Jr,Mr,Male,1,Married,7,9/29/2003,\N,Active,\N,\N,\N,Staff,Permanant,Buddhist,Store Keeper,1981
137,584,4836,Prof Johanna Bednar,Mr,Male,1,Married,36,8/10/2019,\N,Active,\N,2631,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,1988
138,585,4837,Mr Erin Marquardt II,Mr,Male,1,Married,8,8/5/2019,8/15/2020,Inactive,8/15/2020,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1990
139,586,4841,Mariam Carter DVM,Mr,Male,1,Married,22,8/1/2019,6/13/2020,Inactive,6/13/2020,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,0
140,589,4845,Alison Graham,Mr,Male,1,Married,36,8/1/2019,11/19/2020,Inactive,11/19/2020,\N,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,1961
141,590,4846,Haleigh McCullough,Mr,Male,5,Single,22,8/1/2019,12/31/2019,Inactive,12/31/2019,\N,\N,Staff,Contarct Basis,Muslim,Technical Officer,0
142,591,4847,Kelsi Effertz,Mr,Male,1,Married,22,8/1/2019,12/14/2019,Inactive,12/14/2019,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1995
143,592,4848,Prof Cleta Hackett Jr,Mr,Male,1,Single,22,8/15/2019,1/31/2020,Inactive,1/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1991
144,594,4853,Sophie Turner,Mr,Male,1,Single,22,8/2/2019,12/7/2019,Inactive,12/7/2019,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1992
145,595,4854,Joaquin Wisozk,Mr,Male,1,Married,27,8/1/2019,11/30/2019,Inactive,11/30/2019,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1993
146,596,4855,Deontae Zemlak,Mr,Male,1,Single,22,8/22/2019,\N,Active,\N,1964,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1991
147,597,4932,Jeanie McLaughlin,Ms,Female,1,Single,157,12/1/2019,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Business Analyst,1988
148,599,4941,Donnell Walsh,Mr,Male,1,Married,22,1/13/2020,6/24/2020,Inactive,6/24/2020,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1961
149,601,4943,Luna Harris DDS,Mr,Female,1,Single,48,1/27/2020,11/26/2021,Inactive,11/30/2021,1538,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1996
150,603,4938,Prof Delores Barrows,Mr,Male,3,Single,22,1/6/2020,1/31/2020,Inactive,1/31/2020,\N,\N,Staff,Contarct Basis,Hindu,Technical Officer,1993
151,604,4939,Prof Torey DuBuque,Mr,Male,1,Married,33,1/13/2020,7/30/2021,Inactive,7/30/2021,1333,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1981
152,605,4927,Stella Aufderhar,Mr,Male,1,Married,6,12/2/2019,9/18/2020,Inactive,9/18/2020,605,\N,Staff,Contarct Basis,Buddhist,Project Manager,1984
153,606,4929,Prof Kameron Murphy Sr,Mr,Male,1,Married,7,12/4/2019,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1996
154,607,4930,Alessandra Hermann,Ms,Female,1,Single,89,12/4/2019,5/3/2021,Inactive,5/3/2021,\N,\N,Staff,Contarct Basis,Buddhist,Planning Engineer,1993
155,608,4931,Stone Hyatt I,Mr,Male,3,Single,22,12/10/2019,3/14/2021,Inactive,2/14/2021,\N,\N,Staff,Contarct Basis,Hindu,Technical Officer,1994
156,609,4933,Ms Wilma Lowe,Ms,Female,1,Married,84,12/26/2019,7/31/2020,Inactive,7/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,HR Executive,1986
157,610,4934,Dr Sigmund Bartell,Mr,Male,3,Married,9,12/30/2019,9/12/2022,Inactive,9/12/2022,\N,\N,Staff,Contarct Basis,Hindu,Assistance QS,1995
