,Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth
463,1076,194005,Ms Adell Watsica,Mr,Male,3,Married,31,2/19/2020,3/17/2020,Inactive,3/17/2020,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1983
464,1077,4895,Marianne Dickens,Mr,Male,1,Married,116,10/16/2019,6/30/2020,Inactive,6/30/2020,\N,\N,Management,Contarct Basis,Buddhist,Assistant General Manager,1976
465,1078,50001,Bart Weber,Mr,Male,1,Married,97,3/1/2019,9/29/2020,Inactive,9/29/2020,\N,\N,Staff,Contarct Basis,Buddhist,Foreman,1991
466,1080,4856,Mrs Matilda Lehner DVM,Mr,Male,1,Married,107,8/19/2019,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Social Environment Officer,1961
467,1081,4761,Elza Bailey,Mr,Male,1,Married,68,5/17/2019,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Store Keeper,1957
468,1082,5062,Sally Hegmann,Mr,Male,1,Single,55,2/29/2020,10/31/2020,Inactive,10/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1999
469,1083,4946,Sherman Hahn,Mr,Male,3,Single,108,2/7/2020,6/20/2020,Inactive,6/20/2020,\N,\N,Staff,Contarct Basis,Hindu,QAQC Engineer,0
470,1084,5063,Mr Antonio Parisian,Mr,Male,1,Single,31,2/29/2020,10/31/2020,Inactive,10/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001
471,1085,190018,Chadd Gorczany Sr,Mr,Male,1,Married,31,12/8/2020,5/31/2021,Inactive,5/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978
472,1086,4957,Prof Peyton Waelchi DVM,Mr,Male,1,Married,22,3/3/2020,11/30/2021,Inactive,11/30/2021,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1981
473,1089,75176,Flavio Monahan,Mr,Male,1,Married,31,11/11/2019,8/5/2022,Inactive,8/5/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
474,1090,5026,Edmund McClure,Mr,Male,1,Single,129,2/1/2020,10/31/2020,Inactive,10/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Stores Helper,1995
475,1092,4962,Jaeden Mohr,Mr,Male,1,Married,104,6/1/2020,6/10/2020,Inactive,6/10/2020,\N,\N,Management,Contarct Basis,Buddhist,Accountant,1980
476,1093,5149,Dr Fabiola Ward Jr,Mr,Male,1,Married,31,9/9/2019,2/28/2022,Inactive,2/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970
477,1094,5146,Candida Wisozk,Mr,Male,1,Married,31,9/18/2019,3/14/2022,Inactive,3/14/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993
478,1097,5075,Karl Rau,Mr,Male,1,Married,134,2/2/2020,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Caretaker,0
479,1098,3365,Nichole Murray,Mr,Male,3,Married,71,7/14/2017,3/4/2022,Inactive,3/4/2022,\N,\N,Staff,Contarct Basis,Hindu,Land Supervisor,1980
480,1104,5099,Allene Sipes,Mr,Male,1,Married,31,3/2/2020,12/26/2020,Inactive,12/26/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993
481,1106,196053,Isabelle Daniel,Mr,Male,1,Married,31,3/2/2020,6/17/2022,Inactive,6/17/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1953
482,1109,50023,Martine Lesch,Mr,Male,5,Married,132,5/27/2020,2/21/2022,Inactive,2/21/2022,1109,\N,Staff,Contarct Basis,Muslim,Senior Design Engineer,1973
483,1110,4963,Zakary Emmerich,Mr,Male,1,Married,133,6/3/2020,10/31/2020,Inactive,10/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Senior Purchasing Officer,1985
484,1120,5113,Antone Kautzer,Mr,Male,1,Single,38,4/2/2020,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Office Assistant,1994
485,1121,5115,Margaretta Braun,Mr,Male,1,Married,31,4/22/2020,2/18/2021,Inactive,2/18/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986
486,1126,70045,Mallory Runolfsson,Mr,Male,1,Married,122,9/1/2019,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Security,0
487,1127,5127,Mrs Ivah Vandervort,Mr,Male,1,Married,31,12/1/2020,3/25/2022,Inactive,3/25/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,0
488,1130,191003,Esteban Davis,Mr,Male,4,Married,31,5/12/2020,10/31/2020,Inactive,10/31/2020,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1968
489,1131,4965,Mr Devyn Swift,Mr,Male,1,Married,64,6/12/2020,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1976
490,1132,191004,Garth Gutmann,Mr,Male,4,Married,31,5/12/2020,6/9/2020,Inactive,6/9/2020,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1979
491,1134,191006,Prof Doyle Ankunding,Mr,Male,4,Single,1,5/18/2020,10/31/2020,Inactive,10/31/2020,\N,\N,Labour,Contarct Basis,Catholic,Skilled Labor,1979
492,1135,195012,Mr Anderson Harvey PhD,Mr,Male,3,Married,1,5/14/2020,6/23/2020,Inactive,6/23/2020,\N,\N,Labour,Contarct Basis,Hindu,Skilled Labor,1994
493,1137,5167,Miss Felicity Skiles,Mr,Male,1,Married,31,2/1/2021,3/31/2021,Inactive,3/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978
494,1138,196049,Muriel Turcotte,Mr,Male,1,Married,30,11/23/2019,4/9/2022,Inactive,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1966
495,1139,75146,Emanuel Larkin,Mr,Male,1,Married,31,11/25/2019,12/18/2020,Inactive,12/18/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983
496,1141,5179,Josefa Goyette,Mr,Male,1,Married,1,2/1/2021,3/31/2021,Inactive,3/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1969
497,1158,4966,Belle Roberts DDS,Mr,Male,3,Married,33,6/15/2020,7/14/2022,Inactive,7/14/2022,1158,\N,Staff,Contarct Basis,Hindu,Site Engineer,1982
498,1164,4967,Dr Gabriel Dicki,Mr,Male,1,Single,8,6/20/2020,12/10/2020,Inactive,12/10/2020,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1992
499,1171,4969,Alysson Rath,Mr,Male,4,Single,27,6/23/2020,9/17/2020,Inactive,9/17/2020,\N,\N,Staff,Contarct Basis,Catholic,Supervisor,1995
500,1172,4998,Dr Erwin Kuhn III,Mr,Male,1,Married,24,6/24/2020,8/7/2020,Inactive,8/7/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1995
501,1173,5001,Judd Johnston,Mr,Male,1,Single,108,7/1/2020,11/19/2020,Inactive,11/19/2020,\N,\N,Staff,Contarct Basis,Buddhist,QAQC Engineer,1991
502,1176,50024,Prof Presley Koepp II,Mr,Male,3,Married,6,6/16/2020,11/3/2020,Inactive,11/3/2020,\N,\N,Staff,Contarct Basis,Hindu,Project Manager,1953
503,1178,5005,Aletha Becker,Mr,Male,3,Married,8,7/13/2020,1/29/2022,Inactive,1/29/2022,\N,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,1989
504,1179,4970,Ezekiel Greenfelder,Mr,Male,1,Married,64,6/24/2020,1/26/2021,Inactive,1/26/2021,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1975
505,1193,193020,Julius Fay,Mr,Male,1,Married,62,6/1/2020,6/30/2020,Inactive,6/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,S/Skill,1957
506,1208,5000,Anna Morar,Mr,Male,1,Married,24,6/8/2020,10/15/2021,Inactive,10/15/2021,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1980
507,1212,5004,Dr Nico Hessel Sr,Ms,Female,1,Married,138,7/10/2020,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Receptionist,1994
508,1215,5006,Ms Lavonne Auer I,Ms,Female,1,Married,17,7/23/2020,11/2/2020,Inactive,11/2/2020,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,1989
509,1217,5009,Neha O'Hara,Mr,Male,4,Married,104,8/6/2020,10/23/2020,Inactive,10/23/2020,\N,\N,Management,Contarct Basis,Catholic,Accountant,1985
510,1221,50026,Mrs Alayna Bechtelar,Mr,Male,3,Single,140,6/22/2020,11/28/2020,Inactive,11/28/2020,\N,\N,Staff,Contarct Basis,Hindu,Surveyor Trainee,1994
511,1222,5010,Heloise Gutkowski,Mr,Male,1,Single,8,8/10/2020,9/30/2022,Inactive,9/30/2022,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1992
512,1223,5011,Maybell Parker,Mr,Male,1,Single,93,8/10/2020,3/15/2021,Inactive,3/15/2021,\N,\N,Staff,Contarct Basis,Buddhist,Transport Assistant,1998
513,1280,200004,Bethel Graham,Mr,Male,3,Married,30,8/8/2020,9/28/2020,Inactive,9/28/2020,\N,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1959
514,1288,5019,Iliana Parisian,Mr,Male,3,Married,36,8/27/2020,10/31/2020,Inactive,10/31/2020,\N,\N,Staff,Contarct Basis,Hindu,Engineer Assistant,1979
515,1297,187009,Jarrod Keebler,Mr,Male,4,Married,31,8/19/2020,9/22/2020,Inactive,9/22/2020,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1993
516,1298,187010,Althea O'Kon,Mr,Male,4,Married,1,8/11/2020,9/26/2020,Inactive,9/26/2020,\N,\N,Labour,Contarct Basis,Catholic,Skilled Labor,1977
517,1299,187011,Samantha Franecki,Mr,Male,3,Married,31,8/20/2020,9/21/2020,Inactive,9/21/2020,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1992
518,1300,5041,Arely Lang,Mr,Male,4,Single,84,9/9/2020,12/16/2020,Inactive,12/16/2020,\N,\N,Staff,Contarct Basis,Catholic,HR Executive,1991
519,1302,5044,Carley Ferry,Mr,Male,1,Single,22,9/11/2020,2/21/2021,Inactive,2/21/2021,2709,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1992
520,1304,5046,Queenie Wolf,Mr,Male,1,Married,7,9/15/2020,9/30/2021,Inactive,9/30/2021,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1980
521,1306,5108,Myles Kris,Ms,Female,1,Single,177,12/1/2020,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Junior HR Executive,1999
522,1310,5048,Wilhelm Hill DDS,Mr,Male,1,Single,33,9/21/2020,2/12/2021,Inactive,2/12/2021,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1993
523,1323,5049,Prof Merritt Zieme,Mr,Male,1,Married,24,9/8/2020,11/30/2020,Inactive,11/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1975
524,1324,5050,Prof Rachael Kuhlman MD,Mr,Male,1,Single,70,10/2/2020,10/3/2020,Inactive,10/3/2020,\N,\N,Staff,Contarct Basis,Buddhist,Data Entry Operator,1998
525,1325,5051,Nathanial Terry,Mr,Male,1,Married,8,10/5/2020,8/7/2021,Inactive,8/7/2021,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1982
526,1326,5052,Prof Arden Franecki V,Mr,Male,1,Married,144,10/6/2020,12/31/2020,Inactive,12/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Tractor Driver cum Mechanic,1967
527,1329,5012,Verlie Hodkiewicz,Mr,Male,1,Married,24,7/14/2020,9/26/2020,Inactive,9/26/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver,0
528,1330,5055,Carissa Gerlach,Mr,Male,3,Single,146,10/9/2020,8/31/2021,Inactive,8/31/2021,\N,\N,Staff,Contarct Basis,Hindu,Assistant Site Engineer,2005
529,1332,5082,Dr Elmore Huels MD,Mr,Male,1,Married,7,10/19/2020,10/24/2020,Inactive,10/24/2020,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1988
530,1334,5084,Yazmin Gleason,Mr,Male,1,Single,33,10/19/2020,7/21/2021,Inactive,7/21/2021,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1994
531,1335,5085,Mrs Lelah Lesch,Mr,Male,1,Single,48,10/19/2020,11/23/2020,Inactive,11/23/2020,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1984
532,1336,5086,Avis D'Amore,Mr,Male,1,Single,27,10/17/2020,10/31/2020,Inactive,10/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1997
533,1380,5089,Carli Crist,Ms,Female,1,Single,147,10/28/2020,1/29/2021,Inactive,1/29/2021,1538,\N,Staff,Contarct Basis,Buddhist,Trainee Technical Officer,1993
534,1381,5090,Lester Mann IV,Mr,Male,1,Married,176,11/9/2020,5/31/2022,Inactive,5/31/2022,\N,\N,Staff,Contarct Basis,Buddhist,Logistic & Operations Supervisor,1983
535,1382,5091,Rhea Walker,Mr,Male,1,Single,8,11/9/2020,12/10/2020,Inactive,12/10/2020,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1990
536,1383,5092,Mortimer Towne,Mr,Male,1,Single,27,11/9/2020,9/22/2021,Inactive,9/22/2021,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1998
537,1384,5093,Vern Shanahan,Mr,Male,1,Single,27,11/9/2020,12/1/2020,Inactive,12/1/2020,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1997
538,1385,5094,Luciano Barrows,Mr,Male,1,Single,40,11/11/2020,9/27/2021,Inactive,9/27/2021,\N,\N,Staff,Contarct Basis,Buddhist,Purchasing Officer,1996
539,1386,5103,Mr Lucio Sauer MD,Mr,Male,5,Married,22,11/18/2020,1/26/2022,Inactive,1/26/2022,\N,\N,Staff,Contarct Basis,Muslim,Technical Officer,1985
540,1388,5102,Aletha Schaefer I,Mr,Male,1,Married,80,11/18/2020,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Driver - cab,1968
541,1389,5104,Roberta Baumbach,Mr,Male,1,Married,43,11/18/2020,11/30/2020,Inactive,11/30/2020,\N,\N,Staff,Contarct Basis,Buddhist,Operator - JCB,1991
542,1390,198071,Tom Gutkowski,Mr,Male,1,Married,1,11/17/2020,9/5/2021,Inactive,9/5/2021,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1971
543,1397,5107,Mateo Braun Sr,Mr,Male,1,Single,22,11/25/2020,1/22/2021,Inactive,1/22/2021,1333,\N,Staff,Contarct Basis,Buddhist,Technical Officer,2000
544,1398,5110,Kelsi Koss III,Mr,Male,1,Single,48,12/1/2020,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1995
545,1399,5111,Lyda Bauch,Mr,Male,1,Single,95,12/3/2020,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Welder,1998
546,1430,5109,Dr Dylan Powlowski,Mr,Male,1,Single,24,12/9/2020,8/31/2021,Inactive,8/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1999
547,1432,5116,Trudie Davis PhD,Ms,Female,1,Single,17,12/14/2020,8/13/2021,Inactive,8/13/2021,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,1993
548,1433,50031,Alessia Effertz,Ms,Female,1,Married,149,11/23/2020,6/30/2021,Inactive,6/30/2021,\N,\N,Staff,Contarct Basis,Buddhist,HR Consultant-Payroll,1970
549,1434,5117,Itzel Langosh,Mr,Male,1,Single,27,12/16/2020,12/24/2021,Inactive,12/24/2021,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1995
550,1435,50032,Donny Hauck,Mr,Male,1,Married,8,12/11/2020,3/11/2021,Inactive,3/11/2021,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1987
551,1436,5119,Ignacio Mohr,Mr,Male,5,Married,36,12/19/2020,\N,Active,\N,945,\N,Staff,Contarct Basis,Muslim,Engineer Assistant,1983
552,1437,50029,Elvie Reynolds,Ms,Female,1,Married,120,10/2/2020,3/31/2021,Inactive,3/31/2021,\N,\N,Management,Contarct Basis,Buddhist,HR Manager,1976
553,1439,5120,Houston Pagac,Mr,Male,3,Single,33,12/28/2020,7/31/2021,Inactive,7/31/2021,\N,\N,Staff,Contarct Basis,Hindu,Site Engineer,1995
554,1440,5121,Ariel Wolff,Mr,Male,1,Single,89,1/6/2021,8/16/2021,Inactive,8/16/2021,\N,\N,Staff,Contarct Basis,Buddhist,Planning Engineer,1993
555,1441,5123,Miss Fleta Rowe I,Mr,Male,1,Single,22,1/7/2021,5/31/2021,Inactive,5/31/2021,1538,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1991
556,1443,5124,Dane Jones,Mr,Male,1,Single,8,1/11/2021,4/24/2021,Inactive,4/24/2021,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1985
557,1445,5125,Clarabelle Lemke II,Mr,Male,1,Married,17,1/15/2021,1/19/2021,Inactive,1/19/2021,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,1986
558,1446,5126,Mrs Celestine Cartwright IV,Mr,Male,3,Married,22,1/15/2021,12/31/2021,Inactive,12/31/2021,\N,\N,Staff,Contarct Basis,Hindu,Technical Officer,1989
559,1538,5135,Estel Hahn,Mr,Male,1,Married,6,1/25/2021,2/28/2022,Inactive,2/28/2022,\N,\N,Staff,Contarct Basis,Buddhist,Project Manager,1964
560,1539,51008,Reagan Marquardt,Mr,Male,1,Married,153,2/1/2021,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Store Labour,1994
561,1543,5137,Dr Alexie Simonis,Mr,Male,1,Single,17,2/5/2021,7/31/2021,Inactive,7/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,1994
562,1619,5154,Erin Grimes,Mr,Male,3,Married,36,2/20/2021,6/22/2021,Inactive,6/22/2021,\N,\N,Staff,Contarct Basis,Hindu,Engineer Assistant,1994
563,1625,5153,Ava Okuneva,Mr,Male,1,Married,66,2/16/2021,8/15/2021,Inactive,8/15/2021,\N,\N,Management,Contarct Basis,Buddhist,HR & Admin Officer,1975
564,1629,5155,Zola Lind Jr,Mr,Male,1,Married,78,3/11/2021,7/21/2021,Inactive,7/21/2021,\N,\N,Management,Contarct Basis,Buddhist,Assistant Accountant,1990
565,1630,5207,Dr Sid Rutherford,Mr,Male,3,Married,7,3/12/2021,4/1/2022,Inactive,4/1/2022,\N,\N,Staff,Contarct Basis,Hindu,Store Keeper,1996
566,1636,179028,Christy Gleichner,Mr,Male,1,Married,122,2/4/2021,6/30/2022,Inactive,6/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Security,1980
567,1637,189051,Devin Osinski,Mr,Male,1,Married,55,2/1/2021,10/31/2021,Inactive,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1997
568,1644,179030,Wyman Bashirian,Mr,Male,1,Married,134,3/12/2021,4/19/2022,Inactive,4/19/2022,\N,\N,Labour,Contarct Basis,Buddhist,Caretaker,1952
569,1657,5208,Marques Prohaska,Mr,Male,1,Married,48,3/22/2021,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1978
570,1683,5211,Prof Nona Mante,Mr,Male,1,Married,108,4/2/2021,6/25/2022,Inactive,6/25/2022,\N,\N,Staff,Contarct Basis,Buddhist,QAQC Engineer,0
